archive,container,entry,family,category,screen,role,label,confidence,decoded,geometry_status,w,h,original_w,original_h,fmt,payload_size,payload_abs,note,decode_error
0,SPRINTNUMS2015.ARC,2015_MENARD,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_MENARD,likely,True,indexed,128,64,128,64,DXT1,4096,3192,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_WALLACE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_WALLACE,likely,True,indexed,128,64,128,64,DXT1,4096,7320,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_MCDOWELL,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_MCDOWELL,likely,True,indexed,128,64,128,64,DXT1,4096,11448,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_LOGANO,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_LOGANO,likely,True,indexed,128,64,128,64,DXT1,4096,15576,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_JOHNSON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_JOHNSON,likely,True,indexed,128,64,128,64,DXT1,4096,19704,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_WISE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_WISE,likely,True,indexed,128,64,128,64,DXT1,4096,23832,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BIFFLE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BIFFLE,likely,True,indexed,128,64,128,64,DXT1,4096,27960,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_WHITT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_WHITT,likely,True,indexed,128,64,128,64,DXT1,4096,32088,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_ALMIROLA,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_ALMIROLA,likely,True,indexed,128,64,128,64,DXT1,4096,36216,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_TRUEXMARTIN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_TRUEXMARTIN,likely,True,indexed,128,64,128,64,DXT1,4096,40344,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_PATRICK,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_PATRICK,likely,True,indexed,128,64,128,64,DXT1,4096,44472,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_DILLON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_DILLON,likely,True,indexed,128,64,128,64,DXT1,4096,48600,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_MCMURRAY,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_MCMURRAY,likely,True,indexed,128,64,128,64,DXT1,4096,52728,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_WALTRIP,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_WALTRIP,likely,True,indexed,128,64,128,64,DXT1,4096,56856,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BUSCHKYLE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BUSCHKYLE,likely,True,indexed,128,64,128,64,DXT1,4096,60984,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BUSCHKURT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BUSCHKURT,likely,True,indexed,128,64,128,64,DXT1,4096,65112,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_VICKERS,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_VICKERS,likely,True,indexed,128,64,128,64,DXT1,4096,69240,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_KESELOWSKI,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_KESELOWSKI,likely,True,indexed,128,64,128,64,DXT1,4096,73368,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_ANNETT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_ANNETT,likely,True,indexed,128,64,128,64,DXT1,4096,77496,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_EARNHARDT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_EARNHARDT,likely,True,indexed,128,64,128,64,DXT1,4096,81624,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BAYNE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BAYNE,likely,True,indexed,128,64,128,64,DXT1,4096,85752,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BOWYER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BOWYER,likely,True,indexed,128,64,128,64,DXT1,4096,89880,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_EDWARDS,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_EDWARDS,likely,True,indexed,128,64,128,64,DXT1,4096,94008,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_GILLILAND,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_GILLILAND,likely,True,indexed,128,64,128,64,DXT1,4096,98136,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_LARSON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_LARSON,likely,True,indexed,128,64,128,64,DXT1,4096,102264,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_ELLIOTT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_ELLIOTT,likely,True,indexed,128,64,128,64,DXT1,4096,106392,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_ALLMENDINGER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_ALLMENDINGER,likely,True,indexed,128,64,128,64,DXT1,4096,110520,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_KAHNE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_KAHNE,likely,True,indexed,128,64,128,64,DXT1,4096,114648,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_NEWMAN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_NEWMAN,likely,True,indexed,128,64,128,64,DXT1,4096,118776,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_KENSETH,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_KENSETH,likely,True,indexed,128,64,128,64,DXT1,4096,122904,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_STEWART,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_STEWART,likely,True,indexed,128,64,128,64,DXT1,4096,127032,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_ALLGAIER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_ALLGAIER,likely,True,indexed,128,64,128,64,DXT1,4096,131160,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_HAMLIN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_HAMLIN,likely,True,indexed,128,64,128,64,DXT1,4096,135288,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_GORDONJEFF,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_GORDONJEFF,likely,True,indexed,128,64,128,64,DXT1,4096,139416,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_MEARS,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_MEARS,likely,True,indexed,128,64,128,64,DXT1,4096,143544,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_YELEY,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_YELEY,likely,True,indexed,128,64,128,64,DXT1,4096,147672,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_HARVICK,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_HARVICK,likely,True,indexed,128,64,128,64,DXT1,4096,151800,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_RAGAN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_RAGAN,likely,True,indexed,128,64,128,64,DXT1,4096,155928,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_STENHOUSE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_STENHOUSE,likely,True,indexed,128,64,128,64,DXT1,4096,160056,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_SMITHREGAN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_SMITHREGAN,likely,True,indexed,128,64,128,64,DXT1,4096,164184,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_DILLONTY,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_DILLONTY,likely,True,indexed,128,64,128,64,DXT1,4096,168312,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_HORNISH_JR,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_HORNISH_JR,likely,True,indexed,128,64,128,64,DXT1,4096,172440,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BLANEYRYAN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BLANEYRYAN,likely,True,indexed,128,64,128,64,DXT1,4096,176568,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_LABONTE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_LABONTE,likely,True,indexed,128,64,128,64,DXT1,4096,180696,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_BURTONJEB,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_BURTONJEB,likely,True,indexed,128,64,128,64,DXT1,4096,184824,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_JONES,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_JONES,likely,True,indexed,128,64,128,64,DXT1,4096,188952,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,2015_TIFFT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · 2015_TIFFT,likely,True,indexed,128,64,128,64,DXT1,4096,193080,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_MENARD,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_MENARD,likely,True,indexed,128,64,128,64,DXT1,4096,197208,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_WALLACE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_WALLACE,likely,True,indexed,128,64,128,64,DXT1,4096,201336,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_MCDOWELL,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_MCDOWELL,likely,True,indexed,128,64,128,64,DXT1,4096,205464,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_LOGANO,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_LOGANO,likely,True,indexed,128,64,128,64,DXT1,4096,209592,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_JOHNSON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_JOHNSON,likely,True,indexed,128,64,128,64,DXT1,4096,213720,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_WISE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_WISE,likely,True,indexed,128,64,128,64,DXT1,4096,217848,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_BIFFLE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_BIFFLE,likely,True,indexed,128,64,128,64,DXT1,4096,221976,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_WHITT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_WHITT,likely,True,indexed,128,64,128,64,DXT1,4096,226104,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_ALMIROLA,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_ALMIROLA,likely,True,indexed,128,64,128,64,DXT1,4096,230232,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_TRUEXMARTIN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_TRUEXMARTIN,likely,True,indexed,128,64,128,64,DXT1,4096,234360,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_PATRICK,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_PATRICK,likely,True,indexed,128,64,128,64,DXT1,4096,238488,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_DILLON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_DILLON,likely,True,indexed,128,64,128,64,DXT1,4096,242616,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_MCMURRAY,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_MCMURRAY,likely,True,indexed,128,64,128,64,DXT1,4096,246744,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_WALTRIP,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_WALTRIP,likely,True,indexed,128,64,128,64,DXT1,4096,250872,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_BUSCHKYLE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_BUSCHKYLE,likely,True,indexed,128,64,128,64,DXT1,4096,255000,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_BUSCHKURT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_BUSCHKURT,likely,True,indexed,128,64,128,64,DXT1,4096,259128,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_VICKERS,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_VICKERS,likely,True,indexed,128,64,128,64,DXT1,4096,263256,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_KESELOWSKI,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_KESELOWSKI,likely,True,indexed,128,64,128,64,DXT1,4096,267384,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_ANNETT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_ANNETT,likely,True,indexed,128,64,128,64,DXT1,4096,271512,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_EARNHARDT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_EARNHARDT,likely,True,indexed,128,64,128,64,DXT1,4096,275640,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_BAYNE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_BAYNE,likely,True,indexed,128,64,128,64,DXT1,4096,279768,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_BOWYER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_BOWYER,likely,True,indexed,128,64,128,64,DXT1,4096,283896,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_EDWARDS,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_EDWARDS,likely,True,indexed,128,64,128,64,DXT1,4096,288024,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_GILLILAND,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_GILLILAND,likely,True,indexed,128,64,128,64,DXT1,4096,292152,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_LARSON,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_LARSON,likely,True,indexed,128,64,128,64,DXT1,4096,296280,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_ELLIOTT,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_ELLIOTT,likely,True,indexed,128,64,128,64,DXT1,4096,300408,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_ALLMENDINGER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_ALLMENDINGER,likely,True,indexed,128,64,128,64,DXT1,4096,304536,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_KAHNE,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_KAHNE,likely,True,indexed,128,64,128,64,DXT1,4096,308664,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_NEWMAN,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_NEWMAN,likely,True,indexed,128,64,128,64,DXT1,4096,312792,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_KENSETH,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_KENSETH,likely,True,indexed,128,64,128,64,DXT1,4096,316920,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_STEWART,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_STEWART,likely,True,indexed,128,64,128,64,DXT1,4096,321048,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
0,SPRINTNUMS2015.ARC,BIG_2015_ALLGAIER,driver_number_cards,Driver & Team Art,Roster / Driver Select,Series number card,Driver number card · BIG_2015_ALLGAIER,likely,True,indexed,128,64,128,64,DXT1,4096,325176,Stored with a horizontal and partial vertical wraparound. The app unrolls for preview/export and re-wraps before install.,
