archive,container,entry,family,w,h,fmt,payload_size,payload_abs,archive_entry_offset_hex,archive_entry_size,decoded,png_path,image_sha1,decode_error
0,SPRINTNUMS2015.ARC,2015_GILLILAND,driver_number_cards,128,64,DXT1,4096,98136,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_LARSON,driver_number_cards,128,64,DXT1,4096,102264,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_ELLIOTT,driver_number_cards,128,64,DXT1,4096,106392,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_ALLMENDINGER,driver_number_cards,128,64,DXT1,4096,110520,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_KAHNE,driver_number_cards,128,64,DXT1,4096,114648,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_NEWMAN,driver_number_cards,128,64,DXT1,4096,118776,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_KENSETH,driver_number_cards,128,64,DXT1,4096,122904,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_STEWART,driver_number_cards,128,64,DXT1,4096,127032,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_ALLGAIER,driver_number_cards,128,64,DXT1,4096,131160,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_HAMLIN,driver_number_cards,128,64,DXT1,4096,135288,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_GORDONJEFF,driver_number_cards,128,64,DXT1,4096,139416,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_MEARS,driver_number_cards,128,64,DXT1,4096,143544,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_YELEY,driver_number_cards,128,64,DXT1,4096,147672,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_HARVICK,driver_number_cards,128,64,DXT1,4096,151800,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_RAGAN,driver_number_cards,128,64,DXT1,4096,155928,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_STENHOUSE,driver_number_cards,128,64,DXT1,4096,160056,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_SMITHREGAN,driver_number_cards,128,64,DXT1,4096,164184,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_DILLONTY,driver_number_cards,128,64,DXT1,4096,168312,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_HORNISH_JR,driver_number_cards,128,64,DXT1,4096,172440,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_BLANEYRYAN,driver_number_cards,128,64,DXT1,4096,176568,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_LABONTE,driver_number_cards,128,64,DXT1,4096,180696,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_BURTONJEB,driver_number_cards,128,64,DXT1,4096,184824,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_JONES,driver_number_cards,128,64,DXT1,4096,188952,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,2015_TIFFT,driver_number_cards,128,64,DXT1,4096,193080,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_MENARD,driver_number_cards,128,64,DXT1,4096,197208,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_WALLACE,driver_number_cards,128,64,DXT1,4096,201336,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_MCDOWELL,driver_number_cards,128,64,DXT1,4096,205464,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_LOGANO,driver_number_cards,128,64,DXT1,4096,209592,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_JOHNSON,driver_number_cards,128,64,DXT1,4096,213720,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_WISE,driver_number_cards,128,64,DXT1,4096,217848,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BIFFLE,driver_number_cards,128,64,DXT1,4096,221976,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_WHITT,driver_number_cards,128,64,DXT1,4096,226104,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_ALMIROLA,driver_number_cards,128,64,DXT1,4096,230232,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_TRUEXMARTIN,driver_number_cards,128,64,DXT1,4096,234360,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_PATRICK,driver_number_cards,128,64,DXT1,4096,238488,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_DILLON,driver_number_cards,128,64,DXT1,4096,242616,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_MCMURRAY,driver_number_cards,128,64,DXT1,4096,246744,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_WALTRIP,driver_number_cards,128,64,DXT1,4096,250872,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BUSCHKYLE,driver_number_cards,128,64,DXT1,4096,255000,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BUSCHKURT,driver_number_cards,128,64,DXT1,4096,259128,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_VICKERS,driver_number_cards,128,64,DXT1,4096,263256,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_KESELOWSKI,driver_number_cards,128,64,DXT1,4096,267384,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_ANNETT,driver_number_cards,128,64,DXT1,4096,271512,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_EARNHARDT,driver_number_cards,128,64,DXT1,4096,275640,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BAYNE,driver_number_cards,128,64,DXT1,4096,279768,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BOWYER,driver_number_cards,128,64,DXT1,4096,283896,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_EDWARDS,driver_number_cards,128,64,DXT1,4096,288024,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_GILLILAND,driver_number_cards,128,64,DXT1,4096,292152,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_LARSON,driver_number_cards,128,64,DXT1,4096,296280,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_ELLIOTT,driver_number_cards,128,64,DXT1,4096,300408,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_ALLMENDINGER,driver_number_cards,128,64,DXT1,4096,304536,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_KAHNE,driver_number_cards,128,64,DXT1,4096,308664,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_NEWMAN,driver_number_cards,128,64,DXT1,4096,312792,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_KENSETH,driver_number_cards,128,64,DXT1,4096,316920,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_STEWART,driver_number_cards,128,64,DXT1,4096,321048,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_ALLGAIER,driver_number_cards,128,64,DXT1,4096,325176,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_HAMLIN,driver_number_cards,128,64,DXT1,4096,329304,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_GORDONJEFF,driver_number_cards,128,64,DXT1,4096,333432,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_MEARS,driver_number_cards,128,64,DXT1,4096,337560,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_YELEY,driver_number_cards,128,64,DXT1,4096,341688,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_HARVICK,driver_number_cards,128,64,DXT1,4096,345816,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_RAGAN,driver_number_cards,128,64,DXT1,4096,349944,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_STENHOUSE,driver_number_cards,128,64,DXT1,4096,354072,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_SMITHREGAN,driver_number_cards,128,64,DXT1,4096,358200,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_DILLONTY,driver_number_cards,128,64,DXT1,4096,362328,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_HORNISH_JR,driver_number_cards,128,64,DXT1,4096,366456,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BLANEYRYAN,driver_number_cards,128,64,DXT1,4096,370584,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_LABONTE,driver_number_cards,128,64,DXT1,4096,374712,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_BURTONJEB,driver_number_cards,128,64,DXT1,4096,378840,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_JONES,driver_number_cards,128,64,DXT1,4096,382968,0xB59F020,393866,1,,,
0,SPRINTNUMS2015.ARC,BIG_2015_TIFFT,driver_number_cards,128,64,DXT1,4096,387096,0xB59F020,393866,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_4,paint_scheme_preview,256,256,DXT5,65536,3064,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_1,paint_scheme_preview,256,256,DXT5,65536,68632,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_2,paint_scheme_preview,256,256,DXT5,65536,134200,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_3,paint_scheme_preview,256,256,DXT5,65536,199768,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_5,paint_scheme_preview,256,256,DXT5,65536,265336,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_6,paint_scheme_preview,256,256,DXT5,65536,330904,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,twt,paint_scheme_preview,256,256,DXT5,65536,396472,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_8,paint_scheme_preview,256,256,DXT5,65536,462040,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_9,paint_scheme_preview,256,256,DXT5,65536,527608,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_10,paint_scheme_preview,256,256,DXT5,65536,593176,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_11,paint_scheme_preview,256,256,DXT5,65536,658744,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_12,paint_scheme_preview,256,256,DXT5,65536,724312,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_13,paint_scheme_preview,256,256,DXT5,65536,789880,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_14,paint_scheme_preview,256,256,DXT5,65536,855448,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_CHEVY_15,paint_scheme_preview,256,256,DXT5,65536,921016,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_1,paint_scheme_preview,256,256,DXT5,65536,986584,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_2,paint_scheme_preview,256,256,DXT5,65536,1052152,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_3,paint_scheme_preview,256,256,DXT5,65536,1117720,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_4,paint_scheme_preview,256,256,DXT5,65536,1183288,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_5,paint_scheme_preview,256,256,DXT5,65536,1248856,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_6,paint_scheme_preview,256,256,DXT5,65536,1314424,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_7,paint_scheme_preview,256,256,DXT5,65536,1379992,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_8,paint_scheme_preview,256,256,DXT5,65536,1445560,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_9,paint_scheme_preview,256,256,DXT5,65536,1511128,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_10,paint_scheme_preview,256,256,DXT5,65536,1576696,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_11,paint_scheme_preview,256,256,DXT5,65536,1642264,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_12,paint_scheme_preview,256,256,DXT5,65536,1707832,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_13,paint_scheme_preview,256,256,DXT5,65536,1773400,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_14,paint_scheme_preview,256,256,DXT5,65536,1838968,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_FORD_15,paint_scheme_preview,256,256,DXT5,65536,1904536,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_1,paint_scheme_preview,256,256,DXT5,65536,1970104,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_2,paint_scheme_preview,256,256,DXT5,65536,2035672,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_3,paint_scheme_preview,256,256,DXT5,65536,2101240,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_4,paint_scheme_preview,256,256,DXT5,65536,2166808,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_5,paint_scheme_preview,256,256,DXT5,65536,2232376,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_6,paint_scheme_preview,256,256,DXT5,65536,2297944,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_7,paint_scheme_preview,256,256,DXT5,65536,2363512,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_8,paint_scheme_preview,256,256,DXT5,65536,2429080,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_9,paint_scheme_preview,256,256,DXT5,65536,2494648,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_10,paint_scheme_preview,256,256,DXT5,65536,2560216,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_11,paint_scheme_preview,256,256,DXT5,65536,2625784,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_12,paint_scheme_preview,256,256,DXT5,65536,2691352,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_13,paint_scheme_preview,256,256,DXT5,65536,2756920,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_14,paint_scheme_preview,256,256,DXT5,65536,2822488,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,14_CAREER_TOYOTA_15,paint_scheme_preview,256,256,DXT5,65536,2888056,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,Wl6d,paint_scheme_preview,256,256,DXT5,65536,2953624,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_4,paint_scheme_preview,256,256,DXT5,65536,3019192,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_7,paint_scheme_preview,256,256,DXT5,65536,3084760,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_6,paint_scheme_preview,256,256,DXT5,65536,3150328,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_1,paint_scheme_preview,256,256,DXT5,65536,3215896,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_3,paint_scheme_preview,256,256,DXT5,65536,3281464,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_2,paint_scheme_preview,256,256,DXT5,65536,3347032,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,1E1,paint_scheme_preview,256,256,DXT5,65536,3412600,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_8,paint_scheme_preview,256,256,DXT5,65536,3478168,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_11,paint_scheme_preview,256,256,DXT5,65536,3543736,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_15,paint_scheme_preview,256,256,DXT5,65536,3609304,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_15,paint_scheme_preview,256,256,DXT5,65536,3674872,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_14,paint_scheme_preview,256,256,DXT5,65536,3740440,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_11,paint_scheme_preview,256,256,DXT5,65536,3806008,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_10,paint_scheme_preview,256,256,DXT5,65536,3871576,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_13,paint_scheme_preview,256,256,DXT5,65536,3937144,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_FORD_12,paint_scheme_preview,256,256,DXT5,65536,4002712,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_14,paint_scheme_preview,256,256,DXT5,65536,4068280,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_14,paint_scheme_preview,256,256,DXT5,65536,4133848,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_15,paint_scheme_preview,256,256,DXT5,65536,4199416,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_12,paint_scheme_preview,256,256,DXT5,65536,4264984,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_13,paint_scheme_preview,256,256,DXT5,65536,4330552,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_10,paint_scheme_preview,256,256,DXT5,65536,4396120,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_11,paint_scheme_preview,256,256,DXT5,65536,4461688,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_8,paint_scheme_preview,256,256,DXT5,65536,4527256,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_9,paint_scheme_preview,256,256,DXT5,65536,4592824,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_4,paint_scheme_preview,256,256,DXT5,65536,4658392,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_5,paint_scheme_preview,256,256,DXT5,65536,4723960,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_6,paint_scheme_preview,256,256,DXT5,65536,4789528,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_7,paint_scheme_preview,256,256,DXT5,65536,4855096,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_10,paint_scheme_preview,256,256,DXT5,65536,4920664,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_1,paint_scheme_preview,256,256,DXT5,65536,4986232,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_2,paint_scheme_preview,256,256,DXT5,65536,5051800,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_CHEVY_3,paint_scheme_preview,256,256,DXT5,65536,5117368,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_12,paint_scheme_preview,256,256,DXT5,65536,5182936,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_13,paint_scheme_preview,256,256,DXT5,65536,5248504,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,CAREER_TOYOTA_6,paint_scheme_preview,256,256,DXT5,65536,5314072,0xF091778,5906859,1,,,
0,BASESCHEMETHUMBNAILS.ARC,6l,paint_scheme_preview,256,256,DXT5,65536,5379640,0xF091778,5906859,1,,,
