class,uid,assigned_type,assigned_key,call_offset,UID,Name,Nationality,Custom,Male,Twitter,LastWin,PolePreviousSeason,ShootoutWinner
DRIVER_c,1105,,1105,0xC076,1105,S_DRIVER_J_GORDON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,JeffGordonWeb,131793153,True,True
DRIVER_c,1106,,1106,0xC09D,1106,S_DRIVER_R_GORDON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,RobbyGordon,129106177,False,False
DRIVER_c,1107,,1107,0xC0C4,1107,S_DRIVER_D_HAMLIN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,dennyhamlin,131793153,True,True
DRIVER_c,1108,,1108,0xC0EB,1108,S_DRIVER_K_HARVICK,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,KevinHarvick,131793153,True,True
DRIVER_c,1109,,1109,0xC112,1109,S_DRIVER_S_HORNISH_JR,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,SamHornish,129106177,False,False
DRIVER_c,1110,,1110,0xC139,1110,S_DRIVER_J_HYLTON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1111,,1111,0xC160,1111,S_DRIVER_J_JOHNSON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,JimmieJohnson,131793153,True,True
DRIVER_c,1112,,1112,0xC187,1112,S_DRIVER_PJ_JONES,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1113,,1113,0xC1AE,1113,S_DRIVER_K_KAHNE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,kaseykahne,131793153,False,False
DRIVER_c,1114,,1114,0xC1D5,1114,S_DRIVER_M_KENSETH,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,mattkenseth,131793153,True,False
DRIVER_c,1115,,1115,0xC1FC,1115,S_DRIVER_B_KESELOWSKI,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,keselowski,131793153,True,False
DRIVER_c,1116,,1116,0xC223,1116,S_DRIVER_B_LABONTE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,Bobby_Labonte,129106177,False,False
DRIVER_c,1117,,1117,0xC24A,1117,S_DRIVER_J_LOGANO,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,joeylogano,129106177,True,False
DRIVER_c,1118,,1118,0xC271,1118,S_DRIVER_C_LONG,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1119,,1119,0xC298,1119,S_DRIVER_M_MARTIN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,55MarkMartin,131662081,True,True
DRIVER_c,1120,,1120,0xC2BF,1120,S_DRIVER_E_MCCLURE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1121,,1121,0xC2E6,1121,S_DRIVER_J_MCMURRAY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,JamieMcMurray,131727617,True,False
DRIVER_c,1123,,1123,0xC30D,1123,S_DRIVER_P_MENARD,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,RCR27PMenard,131793153,False,False
DRIVER_c,1124,,1124,0xC334,1124,S_DRIVER_C_MEARS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,CaseyMears13,129106177,False,False
DRIVER_c,1125,,1125,0xC35B,1125,S_DRIVER_J_MONTOYA,"NATIONALITY_c(2044, S_XG_NATIONALITY_COLUMBIAN, S_XG_COUNTRY_COLUMBIA, 2045)",False,True,JPMontoya,131727617,False,False
DRIVER_c,1126,,1126,0xC382,1126,S_DRIVER_J_NEMECHEK,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,FrontRowJoe87,129106177,False,False
DRIVER_c,1127,,1127,0xC3A9,1127,S_DRIVER_R_NEWMAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,RyanJNewman,131793153,True,False
DRIVER_c,1128,,1128,0xC3D0,1128,S_DRIVER_M_PAPIS,"NATIONALITY_c(1732, S_XG_NATIONALITY_ITALIAN, S_XG_COUNTRY_ITALY, 1945)",False,True,,129106177,False,False
DRIVER_c,1129,,1129,0xC3F7,1129,S_DRIVER_D_RAGAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,DavidRagan,131793153,False,False
DRIVER_c,1130,,1130,0xC41E,1130,S_DRIVER_T_RAINES,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1131,,1131,0xC445,1131,S_DRIVER_D_REUTIMANN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,131727617,False,False
DRIVER_c,1132,,1132,0xC46C,1132,S_DRIVER_E_SADLER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1133,,1133,0xC493,1133,S_DRIVER_B_SAID,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1134,,1134,0xC4BA,1134,S_DRIVER_R_SMITH,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,ReganSmith,131793153,False,False
DRIVER_c,1135,,1135,0xC4E1,1135,S_DRIVER_R_SORENSON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1136,,1136,0xC508,1136,S_DRIVER_T_STEWART,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,tonystewart,131793153,False,True
DRIVER_c,1137,,1137,0xC52F,1137,S_DRIVER_D_STREMME,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,DavidStremme,129106177,False,False
DRIVER_c,1138,,1138,0xC556,1138,S_DRIVER_M_TRUEX_JR,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,MartinTruexJr56,129106177,False,False
DRIVER_c,1139,,1139,0xC57D,1139,S_DRIVER_B_VICKERS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,BrianLVickers,129106177,False,False
DRIVER_c,1140,,1140,0xC5A4,1140,S_DRIVER_M_WALLACE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1141,,1141,0xC5CB,1141,S_DRIVER_M_WALTRIP,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,mw55,129106177,False,False
DRIVER_c,1142,,1142,0xC5F2,1142,S_DRIVER_JJ_YELEY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,jjyeley1,129106177,False,False
DRIVER_c,1376,,1376,0xC619,1376,S_DRIVER_E_DARNELL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1393,,1393,0xC640,1393,S_DRIVER_T_LABONTE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1396,,1396,0xC667,1396,S_DRIVER_A_LALLY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,1400,,1400,0xC68E,1400,S_DRIVER_M_MCDOWELL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,Mc_Driver,129106177,False,False
DRIVER_c,1415,,1415,0xC6B5,1415,S_DRIVER_S_SPEED,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,scottspeed,129106177,False,False
DRIVER_c,1424,,1424,0xC6DC,1424,S_DRIVER_S_WIMMER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,2382,,2382,0xC703,2382,S_DRIVER_CUSTOM_CHEVROLET,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,2383,,2383,0xC72A,2383,S_DRIVER_CUSTOM_DODGE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,2384,,2384,0xC751,2384,S_DRIVER_CUSTOM_FORD,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,2385,,2385,0xC778,2385,S_DRIVER_CUSTOM_TOYOTA,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,2491,,2491,0xC79F,2491,S_DEFAULT_PLAYER_NAME,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,2847,,2847,0xC7C6,2847,S_DRIVER_T_KVAPIL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,TravisKvapil,129106177,False,False
DRIVER_c,5758,,5758,0xC7ED,5758,S_DRIVER_D_PATRICK,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,False,DanicaPatrick,129106177,True,False
DRIVER_c,5759,,5759,0xC814,5759,S_DRIVER_T_BODINE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,5760,,5760,0xC83B,5760,S_DRIVER_J_COBB,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,False,,129106177,False,False
DRIVER_c,5766,,5766,0xC862,5766,S_DRIVER_T_BAYNE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,tbayne21,131793153,False,False
DRIVER_c,6022,,6022,0xC889,6022,S_DRIVER_R_TRUEX,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,Ryan_Truex,129106177,False,False
DRIVER_c,6495,,6495,0xC8B0,6495,S_DRIVER_K_CONWAY,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,7174,,7174,0xC8D7,7174,S_DRIVER_J_WISE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,Josh_Wise,129106177,False,False
DRIVER_c,7175,,7175,0xC8FE,7175,S_DRIVER_R_STENHOUSE_JR,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,stenhousejr,129106177,True,False
DRIVER_c,9663,,9663,0xC925,9663,S_DRIVER_A_DILLON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,austindillon3,129106177,False,False
DRIVER_c,9664,,9664,0xC94C,9664,S_DRIVER_B_GAUGHAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,9665,,9665,0xC973,9665,S_DRIVER_C_WHITT,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,ColeWhitt,129106177,False,False
DRIVER_c,9666,,9666,0xC99A,9666,S_DRIVER_L_CASSILL,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,landoncassill,129106177,False,False
DRIVER_c,9667,,9667,0xC9C1,9667,S_DRIVER_K_SCHRADER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,9668,,9668,0xC9E8,9668,S_DRIVER_T_ANDREWS,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,9669,,9669,0xCA0F,9669,S_DRIVER_K_WALLACE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,12601,,12601,0xCA36,12601,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,12608,,12608,0xCA5D,12608,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,12609,,12609,0xCA84,12609,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,12610,,12610,0xCAAB,12610,S_DRIVER_TITLE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",True,True,,129106177,False,False
DRIVER_c,21846,,21846,0xCAD2,21846,S_DRIVER_T_PASTRANA,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,,129106177,False,False
DRIVER_c,22676,,22676,0xCAF9,22676,S_DRIVER_K_LARSON,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,KyleLarsonRacin,129106177,False,False
DRIVER_c,22930,,22930,0xCB20,22930,S_DRIVER_R_REED,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,driverRyanReed,129106177,False,False
DRIVER_c,22949,,22949,0xCB47,22949,S_DRIVER_J_ALLGAIER,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,False,J_Allgaier,129106177,False,False
DRIVER_c,22986,,22986,0xCB6E,22986,S_DRIVER_M_ANNETT,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,MichaelAnnett,129106177,False,False
DRIVER_c,23022,,23022,0xCB95,23022,S_DRIVER_C_ELLIOTT,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,chaseelliott,129106177,False,False
DRIVER_c,23023,,23023,0xCBBC,23023,S_DRIVER_P_HARRAKA,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,paulieharraka,129106177,False,False
DRIVER_c,23147,,23147,0xCBE3,23147,S_DRIVER_D_WALLACE,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,BubbaWallace,129106177,False,False
DRIVER_c,24580,,24580,0xCC0A,24580,S_DRIVER_P_KLIGERMAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,pkligerman,129106177,False,False
DRIVER_c,24589,,24589,0xCC31,24589,S_DRIVER_A_BOWMAN,"NATIONALITY_c(1727, S_XG_NATIONALITY_AMERICAN, S_XG_COUNTRY_USA, 1948)",False,True,AlexBRacing,129106177,False,False
