class,uid,assigned_type,assigned_key,call_offset,UID,ScriptName,BaseColour,Name,Driver,DefaultLocked,Custom,Package,World,Rookie,Season,InSeasonPass,Date,UnlockCodes,BaseLayerID
LIVERIE_c,18781,,18781,0x12D63,18781,DLC_LIV_21_BAYNE_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(5766, S_DRIVER_T_BAYNE, None, False, True, tbayne21, 131793153, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18782,,18782,0x12DAB,18782,DLC_LIV_24_GORDON_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, True, JeffGordonWeb, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18783,,18783,0x12DF3,18783,DLC_LIV_26_WISE_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(7174, S_DRIVER_J_WISE, None, False, True, Josh_Wise, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18784,,18784,0x12E3B,18784,DLC_LIV_27_MENARD_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1123, S_DRIVER_P_MENARD, None, False, True, RCR27PMenard, 131793153, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18785,,18785,0x12E83,18785,DLC_LIV_29_HARVICK_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1108, S_DRIVER_K_HARVICK, None, False, True, KevinHarvick, 131793153, True, True)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18786,,18786,0x12ECB,18786,DLC_LIV_30_STREMME_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1137, S_DRIVER_D_STREMME, None, False, True, DavidStremme, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18787,,18787,0x12F13,18787,DLC_LIV_31_BURTON_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1094, S_DRIVER_J_BURTON, None, False, True, RCR31JeffBurton, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18788,,18788,0x12F5B,18788,DLC_LIV_33_DILLON_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(9663, S_DRIVER_A_DILLON, None, False, True, austindillon3, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18789,,18789,0x12FA3,18789,DLC_LIV_34_RAGAN_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1129, S_DRIVER_D_RAGAN, None, False, True, DavidRagan, 131793153, False, False)",False,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18790,,18790,0x12FEB,18790,DLC_LIV_36_BLANEY_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1091, S_DRIVER_D_BLANEY, None, False, True, BuckeyeBullet10, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18791,,18791,0x13033,18791,DLC_LIV_38_GILLILAND_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1104, S_DRIVER_D_GILLILAND, None, False, True, DavidGilliland, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18792,,18792,0x1307B,18792,DLC_LIV_39_NEWMAN_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1127, S_DRIVER_R_NEWMAN, None, False, True, RyanJNewman, 131793153, True, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18793,,18793,0x130C3,18793,DLC_LIV_42_MONTOYA_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1125, S_DRIVER_J_MONTOYA, None, False, True, JPMontoya, 131727617, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18794,,18794,0x1310B,18794,DLC_LIV_43_ALMIROLA_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1084, S_DRIVER_A_ALMIROLA, None, False, True, aric_almirola, 129106177, False, False)",False,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18795,,18795,0x13153,18795,DLC_LIV_47_LABONTE_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1116, S_DRIVER_B_LABONTE, None, False, True, Bobby_Labonte, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18796,,18796,0x1319B,18796,DLC_LIV_48_JOHNSON_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1111, S_DRIVER_J_JOHNSON, None, False, True, JimmieJohnson, 131793153, True, True)",False,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18798,,18798,0x131E3,18798,DLC_LIV_55_MARTIN_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1119, S_DRIVER_M_MARTIN, None, False, True, 55MarkMartin, 131662081, True, True)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18799,,18799,0x1322B,18799,DLC_LIV_56_TRUEX_JR_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1138, S_DRIVER_M_TRUEX_JR, None, False, True, MartinTruexJr56, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
LIVERIE_c,18800,,18800,0x13273,18800,DLC_LIV_5_KAHNE_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1113, S_DRIVER_K_KAHNE, None, False, True, kaseykahne, 131793153, False, False)",False,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(22538, S_SERIES_SPRINT_CUP, 22539, [], [], 2014, False, None)",False,131924504,,-1
LIVERIE_c,18803,,18803,0x132BB,18803,DLC_LIV_7_GORDON_2013,"BaseColour_c(106, 181, 0)",,"DRIVER_c(1106, S_DRIVER_R_GORDON, None, False, True, RobbyGordon, 129106177, False, False)",True,False,DLCPACKAGE_c(7581),"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, False, 10, 31, 168000, 128385558, [], 47.567, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, 15.0, 22.0, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 52.435, 12.0, 27.0, 56.883, 49.463, 0.985, Daytona)",False,"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, [], [], 2013, False, None)",False,131924504,,-1
